"index","word","meaning","category"
"1282","sala de espera","候机室","Serie de movilización transporte y"
"1283","tienda","免税商店","Serie de movilización transporte y"
"1284","Barco","4、船","Serie de movilización transporte y"
"1285","barco","船","Serie de movilización transporte y"
"1286","barca","小船","Serie de movilización transporte y"
"1287","balsa","木筏","Serie de movilización transporte y"
"1288","transbordador","渡轮","Serie de movilización transporte y"
"1289","buque mercantil","商船","Serie de movilización transporte y"
"1290","buque de carga","商船","Serie de movilización transporte y"
"1291","barco de pesca","渔船","Serie de movilización transporte y"
"1292","lancha","舰艇","Serie de movilización transporte y"
"1293","velero","帆船","Serie de movilización transporte y"
"1294","crucero","巡洋舰","Serie de movilización transporte y"
"1295","yate","游艇","Serie de movilización transporte y"
"1296","patrullero","巡逻艇","Serie de movilización transporte y"
"1297","cañonero","炮舰","Serie de movilización transporte y"
"1298","cubierta","甲板","Serie de movilización transporte y"
"1299","litera","仓位","Serie de movilización transporte y"
"1300","roda","船首","Serie de movilización transporte y"
"1301","popa","船尾","Serie de movilización transporte y"
"1302","remo","浆","Serie de movilización transporte y"
"1303","puerto","港口","Serie de movilización transporte y"
"1304","muelle","码头","Serie de movilización transporte y"
"1305","paso de aduanas","海关入口","Serie de movilización transporte y"
"1306","zona franca","港区","Serie de movilización transporte y"
"1307","oficina del puerto","海关管理机关","Serie de movilización transporte y"
"1308","carreteras y circulación","5、道路、交通","Serie de movilización transporte y"
"1309","crucero","十字路口","Serie de movilización transporte y"
"1310","esquina","拐角","Serie de movilización transporte y"
"1311","paso de peatones","人行横道","Serie de movilización transporte y"
"1312","paso elevado","过街天桥","Serie de movilización transporte y"
"1313","paso subterráneo","地下通道","Serie de movilización transporte y"
"1314","hora punta","高峰时间","Serie de movilización transporte y"
"1315","semáforos","红绿灯","Serie de movilización transporte y"
"1316","puente","桥","Serie de movilización transporte y"
"1317","tráfico","交通","Serie de movilización transporte y"
"1318","raya de parada","停车线","Serie de movilización transporte y"
"1319","señal de tráfico","交通标志","Serie de movilización transporte y"
"1320","curva a la derecha","右转弯","Serie de movilización transporte y"
"1321","vía de dirección única","单行道","Serie de movilización transporte y"
"1322","bifurcación","岔道","Serie de movilización transporte y"
"1323","refugio","安全岛","Serie de movilización transporte y"
"1324","vía pública","街道","Serie de movilización transporte y"
"1325","calle","路、街","Serie de movilización transporte y"
"1326","callejuela","胡同","Serie de movilización transporte y"
"1327","cruce","交叉","Serie de movilización transporte y"
"1328","dirección prohibida","禁止通行","Serie de movilización transporte y"
"1329","carreteras","道路","Serie de movilización transporte y"
"1330","calzada","车行道","Serie de movilización transporte y"
"1331","autopista","高速公路","Serie de movilización transporte y"
"1332","accidente","交通事故","Serie de movilización transporte y"
"1333","curva sin visibilidad","急弯","Serie de movilización transporte y"
"1334","prohibido dar la vuelta","禁止掉头","Serie de movilización transporte y"
"1335","paso a nivel","平交路口","Serie de movilización transporte y"
"1336","carretera nacional","国道","Serie de movilización transporte y"
"1337","gasolinera","加油站","Serie de movilización transporte y"
"1338","vehículos de transporte","6、其他交通工具","Serie de movilización transporte y"
"1339","metro","地铁","Serie de movilización transporte y"
"1340","línea de metro","地铁线","Serie de movilización transporte y"
"1341","bicicleta","自行车","Serie de movilización transporte y"
"1342","coche","马车","Serie de movilización transporte y"
"1343","berlina","有篷四轮马车","Serie de movilización transporte y"
"1344","cochero","马车夫","Serie de movilización transporte y"
"1345","montar en bicicleta","骑自行车","Serie de movilización transporte y"
"1346","manillar","车把","Serie de movilización transporte y"
"1347","faro","车灯","Serie de movilización transporte y"
"1348","pedalear","蹬车","Serie de movilización transporte y"
"1349","moto","摩托车","Serie de movilización transporte y"
"1350","escuelas y instalaciones de enseñanza","1、学校及教育设施","de enseñanza escuelas instalaciones y"
"1351","instrucción","教育","de enseñanza escuelas instalaciones y"
"1352","círculo infantil","幼儿园","de enseñanza escuelas instalaciones y"
"1353","escuela","学校","de enseñanza escuelas instalaciones y"
"1354","universidad","大学","de enseñanza escuelas instalaciones y"
"1355","escuela primaria","小学","de enseñanza escuelas instalaciones y"
"1356","escuela secundaria","中学","de enseñanza escuelas instalaciones y"
"1357","catedrático de universidad","讲师","de enseñanza escuelas instalaciones y"
"1358","magisterio","教师","de enseñanza escuelas instalaciones y"
"1359","catedrático","教授","de enseñanza escuelas instalaciones y"
"1360","instituto","学院","de enseñanza escuelas instalaciones y"
"1361","decano","教务长","de enseñanza escuelas instalaciones y"
"1362","maestro","小学教师","de enseñanza escuelas instalaciones y"
"1363","maestro  de escuela secundaria","中学教师","de enseñanza escuelas instalaciones y"
"1364","profesor","大学教师","de enseñanza escuelas instalaciones y"
"1365","doctor","博士","de enseñanza escuelas instalaciones y"
"1366","director","校长","de enseñanza escuelas instalaciones y"
"1367","residencia","公寓","de enseñanza escuelas instalaciones y"
"1368","biblioteca","图书馆","de enseñanza escuelas instalaciones y"
"1369","sala de lectura","阅览室","de enseñanza escuelas instalaciones y"
"1370","salón de actos","礼堂","de enseñanza escuelas instalaciones y"
"1371","aula","教室","de enseñanza escuelas instalaciones y"
"1372","sección de enseñanza e investigación","教研室","de enseñanza escuelas instalaciones y"
"1373","rector","大学校长","de enseñanza escuelas instalaciones y"
"1374","campo","操场","de enseñanza escuelas instalaciones y"
"1375","cátedra","讲台","de enseñanza escuelas instalaciones y"
"1376","alumno","学生","de enseñanza escuelas instalaciones y"
"1377","colegial","男生","de enseñanza escuelas instalaciones y"
"1378","oyente","旁听生","de enseñanza escuelas instalaciones y"
"1379","material escolar","2、学习用品","de enseñanza escuelas instalaciones y"
"1380","pizarra","黑板","de enseñanza escuelas instalaciones y"
"1381","mapa","地图","de enseñanza escuelas instalaciones y"
"1382","cartabón","三角板","de enseñanza escuelas instalaciones y"
"1383","esfera terrestre","地球仪","de enseñanza escuelas instalaciones y"
"1384","efectos de escritorio","文具","de enseñanza escuelas instalaciones y"
"1385","pincel","画笔","de enseñanza escuelas instalaciones y"
"1386","acuarela","水彩画","de enseñanza escuelas instalaciones y"
"1387","pupitre","课桌","de enseñanza escuelas instalaciones y"
"1388","libro de texto","课本","de enseñanza escuelas instalaciones y"
"1389","diccionario","词典","de enseñanza escuelas instalaciones y"
"1390","plumas","笔","de enseñanza escuelas instalaciones y"
"1391","tinta","墨水","de enseñanza escuelas instalaciones y"
"1392","cuaderno","练习本","de enseñanza escuelas instalaciones y"
"1393","libro","书","de enseñanza escuelas instalaciones y"
"1394","regla","尺子","de enseñanza escuelas instalaciones y"
"1395","tiza","粉笔","de enseñanza escuelas instalaciones y"
"1396","pluma","钢笔","de enseñanza escuelas instalaciones y"
"1397","cartera","书包","de enseñanza escuelas instalaciones y"
"1398","goma de borrar","橡皮","de enseñanza escuelas instalaciones y"
"1399","compas","圆规","de enseñanza escuelas instalaciones y"
"1400","esponja","黑板擦","de enseñanza escuelas instalaciones y"
"1401","tijeras","剪刀","de enseñanza escuelas instalaciones y"
"1402","La vida de éstudio","3、学习生活","de enseñanza escuelas instalaciones y"
"1403","estudiar","学习","de enseñanza escuelas instalaciones y"
"1404","ingresar en la primaria","入学","de enseñanza escuelas instalaciones y"
"1405","dar a conocer","通知单","de enseñanza escuelas instalaciones y"
"1406","iniciar las clases","开学","de enseñanza escuelas instalaciones y"
"1407","graduarse","毕业","de enseñanza escuelas instalaciones y"
"1408","terminar el estudio","结业","de enseñanza escuelas instalaciones y"
"1409","estudiar en el extranjero","留学","de enseñanza escuelas instalaciones y"
"1410","título","学位","de enseñanza escuelas instalaciones y"
"1411","alumno","学生","de enseñanza escuelas instalaciones y"
"1412","repetir curso","留级","de enseñanza escuelas instalaciones y"
"1413","texto","课文","de enseñanza escuelas instalaciones y"
"1414","examen","考试","de enseñanza escuelas instalaciones y"
"1415","faltar a clase","旷课","de enseñanza escuelas instalaciones y"
"1416","cometer abusos","作弊","de enseñanza escuelas instalaciones y"
"1417","éxito","成绩","de enseñanza escuelas instalaciones y"
"1418","abrir el libro","开卷","de enseñanza escuelas instalaciones y"
"1419","disciplina","纪律","de enseñanza escuelas instalaciones y"
"1420","gastos de estudio","学费","de enseñanza escuelas instalaciones y"
"1421","beca","奖学金","de enseñanza escuelas instalaciones y"
"1422","dar clase","上课","de enseñanza escuelas instalaciones y"
"1423","tarea","作业","de enseñanza escuelas instalaciones y"
"1424","ejercicio","练习","de enseñanza escuelas instalaciones y"
"1425","examen semestral","期末考试","de enseñanza escuelas instalaciones y"
"1426","examen oral","口试","de enseñanza escuelas instalaciones y"
"1427","lección","课","de enseñanza escuelas instalaciones y"
"1428","fuera de clase","课外","de enseñanza escuelas instalaciones y"
"1429","repasar","复习","de enseñanza escuelas instalaciones y"
"1430","examen escrito","笔试","de enseñanza escuelas instalaciones y"
"1431","hacer novillos","逃学","de enseñanza escuelas instalaciones y"
"1432","edad escolar","学龄","de enseñanza escuelas instalaciones y"
"1433","conocimiento","学问","de enseñanza escuelas instalaciones y"
"1434","saber","学问","de enseñanza escuelas instalaciones y"
"1435","ciencia","学术","de enseñanza escuelas instalaciones y"
"1436","escribir según normas ortográficas","拼写","de enseñanza escuelas instalaciones y"
"1437","dictado","听写","de enseñanza escuelas instalaciones y"
"1438","leer","阅读","de enseñanza escuelas instalaciones y"
"1439","lenguaje hablado","口语","de enseñanza escuelas instalaciones y"
"1440","gramática","语法","de enseñanza escuelas instalaciones y"
"1441","audición","听力","de enseñanza escuelas instalaciones y"
"1442","punto","句号","de enseñanza escuelas instalaciones y"
"1443","pronunciación","发音","de enseñanza escuelas instalaciones y"
"1444","número","数字","de enseñanza escuelas instalaciones y"
"1445","oración","句子","de enseñanza escuelas instalaciones y"
"1446","frase","句子","de enseñanza escuelas instalaciones y"
"1447","asignatura","4、科目","de enseñanza escuelas instalaciones y"
"1448","ciencia","科学","de enseñanza escuelas instalaciones y"
"1449","matemáticas","数学","de enseñanza escuelas instalaciones y"
"1450","inglés","英语","de enseñanza escuelas instalaciones y"
"1451","política","政治","de enseñanza escuelas instalaciones y"
"1452","lengua","语文","de enseñanza escuelas instalaciones y"
"1453","historia","历史","de enseñanza escuelas instalaciones y"
"1454","geografía","地理","de enseñanza escuelas instalaciones y"
"1455","filosofía","哲学","de enseñanza escuelas instalaciones y"
"1456","biología","生物","de enseñanza escuelas instalaciones y"
"1457","química","化学","de enseñanza escuelas instalaciones y"
"1458","física","物理学","de enseñanza escuelas instalaciones y"
"1459","música","音乐","de enseñanza escuelas instalaciones y"
"1460","educación física","体育","de enseñanza escuelas instalaciones y"
"1461","idiomas","5、语言","de enseñanza escuelas instalaciones y"
"1462","lengua china","汉语","de enseñanza escuelas instalaciones y"
"1463","japonés","日语","de enseñanza escuelas instalaciones y"
"1464","inglés","英语","de enseñanza escuelas instalaciones y"
"1465","ruso","俄语","de enseñanza escuelas instalaciones y"
"1466","alemán","德语","de enseñanza escuelas instalaciones y"
"1467","francés","法语","de enseñanza escuelas instalaciones y"
"1468","italiana","意大利语","de enseñanza escuelas instalaciones y"
"1469","lengua","语言","de enseñanza escuelas instalaciones y"
"1470","dialecto","方言","de enseñanza escuelas instalaciones y"
"1471","refrán","成语","de enseñanza escuelas instalaciones y"
"1472","proverbio","谚语","de enseñanza escuelas instalaciones y"
"1473","expresión popular","俗语","de enseñanza escuelas instalaciones y"
"1474","Cuerpo humano","1、人体器官","Cuerpo humano"
"1475","salud","身体","Cuerpo humano"
"1476","cuerpo","身体","Cuerpo humano"
"1477","vida","生命","Cuerpo humano"
"1478","pulmón","肺","Cuerpo humano"
"1479","tráquea","气管","Cuerpo humano"
"1480","amígdala","扁桃腺","Cuerpo humano"
"1481","intestinos","肠","Cuerpo humano"
"1482","estómago","胃","Cuerpo humano"
"1483","hígado","肝","Cuerpo humano"
"1484","ciego","盲肠","Cuerpo humano"
"1485","articulación","关节","Cuerpo humano"
"1486","cabeza","头","Cuerpo humano"
"1487","brazo","胳膊","Cuerpo humano"
"1488","pierna","腿","Cuerpo humano"
"1489","cuello","脖颈","Cuerpo humano"
"1490","hombro","肩膀","Cuerpo humano"
"1491","pecho","胸","Cuerpo humano"
"1492","abdomen","肚子","Cuerpo humano"
"1493","espalda","背","Cuerpo humano"
"1494","cintura","腰","Cuerpo humano"
"1495","nalgas","臀部","Cuerpo humano"
"1496","fosas nasales","鼻腔","Cuerpo humano"
"1497","ojos","眼睛","Cuerpo humano"
"1498","párpado","眼皮","Cuerpo humano"
"1499","pestaña","睫毛","Cuerpo humano"
"1500","ceja","眉毛","Cuerpo humano"
"1501","nariz","鼻子","Cuerpo humano"
"1502","boca","嘴巴","Cuerpo humano"
"1503","diente","牙","Cuerpo humano"
"1504","lengua","舌头","Cuerpo humano"
"1505","oreja","耳朵","Cuerpo humano"
"1506","membrana del tímpano","鼓膜","Cuerpo humano"
"1507","uña","指甲","Cuerpo humano"
"1508","vísceras","内脏","Cuerpo humano"
"1509","la frente","额头","Cuerpo humano"
"1510","mano","手","Cuerpo humano"
"1511","sien","太阳穴","Cuerpo humano"
"1512","mejilla","腮","Cuerpo humano"
"1513","globo del ojo","眼球","Cuerpo humano"
"1514","barbilla","下巴","Cuerpo humano"
"1515","garganta","喉咙","Cuerpo humano"
"1516","teta","乳房","Cuerpo humano"
"1517","corazón","心脏","Cuerpo humano"
"1518","rodilla","膝盖","Cuerpo humano"
"1519","pierna","脚","Cuerpo humano"
"1520","piel","皮肤","Cuerpo humano"
"1521","hueso","骨头","Cuerpo humano"
"1522","músculo","肌肉","Cuerpo humano"
"1523","esqueleto","骨骼","Cuerpo humano"
"1524","clavícula","锁骨","Cuerpo humano"
"1525","vaso sanguíneo","血管","Cuerpo humano"
"1526","arteria","动脉","Cuerpo humano"
"1527","vena","静脉","Cuerpo humano"
"1528","respirar","呼吸","Cuerpo humano"
"1529","riñón","肾脏","Cuerpo humano"
"1530","vejiga","膀胱","Cuerpo humano"
"1531","esperma","精子","Cuerpo humano"
"1532","óvulo","卵子","Cuerpo humano"
"1533","cerebro","脑","Cuerpo humano"
"1534","labio","唇","Cuerpo humano"
"1535","dolencias y enfermedades","2、疾病","Cuerpo humano"
"1536","dolencia","疾病","Cuerpo humano"
"1537","resfriado       catarro","感冒（伤风、着凉）","Cuerpo humano"
"1538","dolor de cabeza","头疼","Cuerpo humano"
"1539","dolor de diente","牙疼","Cuerpo humano"
"1540","dolor de abdomen","腹痛","Cuerpo humano"
"1541","enfermedad estomacal","胃病","Cuerpo humano"
"1542","enfermedad cardíaca","心脏病","Cuerpo humano"
"1543","intoxicación por la comida","食物中毒","Cuerpo humano"
"1544","diarrea","拉肚子","Cuerpo humano"
"1545","neuralgia","神经痛","Cuerpo humano"
"1546","anemia","贫血","Cuerpo humano"
"1547","alergia","过敏","Cuerpo humano"
"1548","neurastenia","神经衰弱","Cuerpo humano"
"1549","cancer","癌症","Cuerpo humano"
"1550","diabetes","糖尿病","Cuerpo humano"
"1551","tuberculosis","结核","Cuerpo humano"
"1552","artritis","关节炎","Cuerpo humano"
"1553","fractura","骨折","Cuerpo humano"
"1554","contusión","挫伤","Cuerpo humano"
"1555","disentería","痢疾","Cuerpo humano"
"1556","sabañón","冻疮","Cuerpo humano"
"1557","hemorroide","痔疮","Cuerpo humano"
"1558","pie de atleta","脚气 （运动员脚）","Cuerpo humano"
"1559","cólera","霍乱","Cuerpo humano"
"1560","angina de pecho","心绞痛","Cuerpo humano"
"1561","peste","传染病","Cuerpo humano"
"1562","virus","病毒","Cuerpo humano"
"1563","miopía","近视","Cuerpo humano"
"1564","hinchado","肿","Cuerpo humano"
"1565","parálisis","瘫痪","Cuerpo humano"
"1566","insolación","中暑","Cuerpo humano"
"1567","hipertensión","高血压","Cuerpo humano"
"1568","vomitar","呕吐（妊娠反应）","Cuerpo humano"
"1569","insomnia","失眠症","Cuerpo humano"
"1570","supuración","化脓","Cuerpo humano"
"1571","gripe","流感","Cuerpo humano"
"1572","faringitis","咽炎","Cuerpo humano"
"1573","pulmonía","肺炎","Cuerpo humano"
"1574","enfermedad en mujere","妇科病","Cuerpo humano"
"1575","enfermedad venérea","性病","Cuerpo humano"
"1576","herida","伤口","Cuerpo humano"
"1577","reúma","风湿病","Cuerpo humano"
"1578","herida leve","轻伤","Cuerpo humano"
"1579","dolor de riñones","腰疼","Cuerpo humano"
"1580","rabia","狂犬病","Cuerpo humano"
"1581","estar mareado","恶心","Cuerpo humano"
"1582","sarampión","麻疹","Cuerpo humano"
"1583","eczema","湿疹","Cuerpo humano"
"1584","tos","咳嗽","Cuerpo humano"
"1585","calentura","发烧","Cuerpo humano"
"1586","estornudo","喷嚏","Cuerpo humano"
"1587","moco","鼻涕","Cuerpo humano"
"1588","cáncer","癌","Cuerpo humano"
"1589","vértigo","眩晕","Cuerpo humano"
"1590","quemadura","烧伤","Cuerpo humano"
"1591","tumor","瘤","Cuerpo humano"
"1592","epidemia","流行病","Cuerpo humano"
"1593","diente con caries","龋齿","Cuerpo humano"
"1594","anemia","贫血","Cuerpo humano"
"1595","infección","感染","Cuerpo humano"
"1596","trombo","血栓","Cuerpo humano"
"1597","varicela","水痘","Cuerpo humano"
"1598","hemorragia cerebral","脑溢血","Cuerpo humano"
"1599","tener fiebre","发烧","Cuerpo humano"
"1600","leucemia","白血病","Cuerpo humano"
"1601","traqueitis","气管炎","Cuerpo humano"
"1602","apendicítis","阑尾炎","Cuerpo humano"
"1603","conciencia","知觉","Cuerpo humano"
"1604","desnutrición","营养不良","Cuerpo humano"
"1605","hospital","3、医院","Cuerpo humano"
"1606","hospital","医院","Cuerpo humano"
"1607","tratamiento médico","医疗","Cuerpo humano"
"1608","primeros auxilios","急救","Cuerpo humano"
"1609","médico","医生","Cuerpo humano"
"1610","enfermera","护士","Cuerpo humano"
"1611","paciente","病人","Cuerpo humano"
"1612","estar hospitalizado","住院","Cuerpo humano"
"1613","dejar el hospital","出院","Cuerpo humano"
"1614","primera consulta","初诊","Cuerpo humano"
"1615","nueva consulta","复诊","Cuerpo humano"
"1616","medicina interna","内科","Cuerpo humano"
"1617","cirugía","外科","Cuerpo humano"
"1618","oftalmología","眼科","Cuerpo humano"
"1619","ginecología y obstetricia","妇产科","Cuerpo humano"
"1620","ginecología","妇科","Cuerpo humano"
"1621","ortopedia","骨科","Cuerpo humano"
"1622","acupuntura","针灸","Cuerpo humano"
"1623","sala de espera","候诊室","Cuerpo humano"
"1624","sala de registro","挂号处","Cuerpo humano"
"1625","estomatología","口腔科","Cuerpo humano"
"1626","aparatos e instrumentos medicos y medicamentos","4、医疗器具、药品","Cuerpo humano"
"1627","camilla","担架","Cuerpo humano"
"1628","medicina","药","Cuerpo humano"
"1629","estoscopio","听诊器","Cuerpo humano"
"1630","termómetro","体温计","Cuerpo humano"
"1631","pinzas","镊子","Cuerpo humano"
"1632","venda de gasa","绷带","Cuerpo humano"
"1633","mascarilla","口罩","Cuerpo humano"
"1634","silla de ruedas","轮椅","Cuerpo humano"
"1635","bastón","拐杖","Cuerpo humano"
"1636","ventosa","火罐","Cuerpo humano"
"1637","cocimiento de ingredientes medicinales","汤药","Cuerpo humano"
"1638","medicina tradicional china","中药","Cuerpo humano"
"1639","ficha médica","病历卡","Cuerpo humano"
"1640","pomada","软药膏","Cuerpo humano"
"1641","medicina para uso externo","敷药","Cuerpo humano"
"1642","antipirético","退烧药","Cuerpo humano"
"1643","vacuna","疫苗","Cuerpo humano"
"1644","efecto secundario","副作用","Cuerpo humano"
"1645","supositorio","栓剂","Cuerpo humano"
"1646","anodino","止痛药","Cuerpo humano"
"1647","antibiótico","抗菌素","Cuerpo humano"
"1648","tensiómetro","血压器","Cuerpo humano"
"1649","electrocardiograma","心电图","Cuerpo humano"
"1650","cama de hospital","病床","Cuerpo humano"
"1651","frasco de infusión","输液瓶","Cuerpo humano"
"1652","cápsula","胶囊","Cuerpo humano"
"1653","tomar","服用","Cuerpo humano"
"1654","antes de comer","饭前","Cuerpo humano"
"1655","película","电影","cultura diversión vida y"
"1656","estudio","制片厂","cultura diversión vida y"
"1657","estreno","首映式","cultura diversión vida y"
"1658","distribuir","发行","cultura diversión vida y"
"1659","rodar","拍摄","cultura diversión vida y"
"1660","técnica especial","特技","cultura diversión vida y"
"1661","doblaje","配音","cultura diversión vida y"
"1662","escenario","场地","cultura diversión vida y"
"1663","apta para todos","不限年龄","cultura diversión vida y"
"1664","guión","编剧电影、剧本","cultura diversión vida y"
"1665","decorado","布景","cultura diversión vida y"
"1666","festival","电影节","cultura diversión vida y"
"1667","película","影片","cultura diversión vida y"
"1668","pantalla","银幕、放映幕","cultura diversión vida y"
"1669","primer plano","特写、近景","cultura diversión vida y"
"1670","cabina de toma","录音室","cultura diversión vida y"
"1671","dibujo animado","动画片","cultura diversión vida y"
"1672","cine mudo","无声电影","cultura diversión vida y"
"1673","película en color","彩色片","cultura diversión vida y"
"1674","doblado","译制片","cultura diversión vida y"
"1675","documental científico y educativo","科学教育片","cultura diversión vida y"
"1676","operador de cine","摄影师","cultura diversión vida y"
"1677","proyector","聚光灯","cultura diversión vida y"
"1678","ayudante del operador","摄影助理","cultura diversión vida y"
"1679","cine estereoscópico","立体电影","cultura diversión vida y"
"1680","subtítulo","字幕","cultura diversión vida y"
"1681","imagen","镜头","cultura diversión vida y"
"1682","actores","演员","cultura diversión vida y"
"1683","estrella","明星","cultura diversión vida y"
"1684","tragedia","悲剧","cultura diversión vida y"
"1685","película cómica","喜剧片","cultura diversión vida y"
"1686","intérprete principal","主角","cultura diversión vida y"
"1687","doble","替身演员","cultura diversión vida y"
"1688","papel secundario","配角","cultura diversión vida y"
"1689","extra","临时演员","cultura diversión vida y"
"1690","director cinematográfico","电影导演","cultura diversión vida y"
"1691","ayudante de dirección","助理导演","cultura diversión vida y"
"1692","director de doblaje","配音导演","cultura diversión vida y"
"1693","cameraman","摄影师","cultura diversión vida y"
"1694","cine","电影院","cultura diversión vida y"
"1695","entrada de cine","电影票","cultura diversión vida y"
"1696","asiento","座位","cultura diversión vida y"
"1697","cabina de proyección","放映室","cultura diversión vida y"
"1698","operador de proyección","放映员","cultura diversión vida y"
"1699","producción","制片","cultura diversión vida y"
"1700","maquillador","化妆师","cultura diversión vida y"
"1701","montaje","剪辑","cultura diversión vida y"
"1702","claquista","场记员","cultura diversión vida y"
"1703","actor principal","男主角","cultura diversión vida y"
"1704","atrezo","道具","cultura diversión vida y"
"1705","música y danza","2、音乐、舞蹈","cultura diversión vida y"
"1706","música","音乐","cultura diversión vida y"
"1707","música vocal","声乐","cultura diversión vida y"
"1708","canción","曲子","cultura diversión vida y"
"1709","ejecutar","演奏","cultura diversión vida y"
"1710","piano","钢琴","cultura diversión vida y"
"1711","guitarra","吉他","cultura diversión vida y"
"1712","flauta","笛子","cultura diversión vida y"
"1713","armónica","口琴","cultura diversión vida y"
"1714","violín","小提琴","cultura diversión vida y"
"1715","ópera de Beijing","京剧","cultura diversión vida y"
"1716","música ligera","轻音乐","cultura diversión vida y"
"1717","canción","歌曲","cultura diversión vida y"
"1718","banda","管弦乐队","cultura diversión vida y"
"1719","música orquesta","管弦乐","cultura diversión vida y"
"1720","sinfonía","交响乐","cultura diversión vida y"
"1721","orquesta","乐队","cultura diversión vida y"
"1722","dirigir","指挥","cultura diversión vida y"
"1723","cantata","大合唱","cultura diversión vida y"
"1724","ópera","歌剧","cultura diversión vida y"
"1725","canto tradicional","民歌","cultura diversión vida y"
"1726","escribir la letra de una canción","作词","cultura diversión vida y"
"1727","componer música","作曲","cultura diversión vida y"
"1728","armonio","风琴","cultura diversión vida y"
"1729","tambor","鼓","cultura diversión vida y"
"1730","trompeta","号","cultura diversión vida y"
"1731","castañuela","响板","cultura diversión vida y"
"1732","cántico","颂歌","cultura diversión vida y"
"1733","obertura","序曲","cultura diversión vida y"
"1734","canción de cuna","摇篮曲","cultura diversión vida y"
"1735","soliloquio cómico","独角戏","cultura diversión vida y"
"1736","solfear","视唱","cultura diversión vida y"
"1737","solo","独奏","cultura diversión vida y"
"1738","coral","合奏","cultura diversión vida y"
"1739","salmo","赞美诗","cultura diversión vida y"
"1740","cantar","独唱","cultura diversión vida y"
"1741","baile","舞蹈","cultura diversión vida y"
"1742","primera bailarina","芭蕾舞女主角","cultura diversión vida y"
"1743","ballet","芭蕾舞","cultura diversión vida y"
"1744","zapatilla de ballet","芭蕾舞鞋","cultura diversión vida y"
"1745","vestido de bailarina","芭蕾舞裙","cultura diversión vida y"
"1746","primer bailarín","芭蕾舞男主角","cultura diversión vida y"
"1747","sala de baile","舞厅","cultura diversión vida y"
"1748","pareja de baile","舞伴","cultura diversión vida y"
"1749","baile clásico","古典舞","cultura diversión vida y"
"1750","baile","舞","cultura diversión vida y"
"1751","baile","舞会","cultura diversión vida y"
"1752","artes","3、艺术","cultura diversión vida y"
"1753","artes","艺术","cultura diversión vida y"
"1754","obra","作品","cultura diversión vida y"
"1755","bellas artes","美术","cultura diversión vida y"
"1756","exponer","展览","cultura diversión vida y"
"1757","salón","沙龙","cultura diversión vida y"
"1758","autor","作者","cultura diversión vida y"
"1759","estilo","风格","cultura diversión vida y"
"1760","realismo","现实主义","cultura diversión vida y"
"1761","obra","著作","cultura diversión vida y"
"1762","clasicismo","古典主义","cultura diversión vida y"
"1763","poema","诗","cultura diversión vida y"
"1764","novela","小说","cultura diversión vida y"
"1765","crítico","批判家","cultura diversión vida y"
"1766","pintura","绘画","cultura diversión vida y"
"1767","pintura al fresco","壁画","cultura diversión vida y"
"1768","pintura al óleo","油画","cultura diversión vida y"
"1769","pintor","画家","cultura diversión vida y"
"1770","lavado","水墨画","cultura diversión vida y"
"1771","pincel","画笔","cultura diversión vida y"
"1772","marco","画框","cultura diversión vida y"
"1773","hacerse un retrato","画像","cultura diversión vida y"
"1774","lienzo","画布","cultura diversión vida y"
"1775","escultura","雕塑","cultura diversión vida y"
"1776","figura","塑像","cultura diversión vida y"
"1777","fotografiar","4、摄影","cultura diversión vida y"
"1778","fotografiar","摄影","cultura diversión vida y"
"1779","cámara fotográfica","照相机","cultura diversión vida y"
"1780","objetivo","镜头","cultura diversión vida y"
"1781","película","胶卷","cultura diversión vida y"
"1782","fotografía","照片","cultura diversión vida y"
"1783","contraluz","逆光","cultura diversión vida y"
"1784","exposición","曝光","cultura diversión vida y"
"1785","foco","焦点","cultura diversión vida y"
"1786","fotocopia","影印","cultura diversión vida y"
"1787","revelado","显影","cultura diversión vida y"
"1788","ampliar","放大","cultura diversión vida y"
"1789","placa","感光片","cultura diversión vida y"
"1790","cámara","摄像机","cultura diversión vida y"
"1791","diafragma","光圈","cultura diversión vida y"
"1792","diapositiva","幻灯片","cultura diversión vida y"
"1793","parasol","遮光罩","cultura diversión vida y"
"1794","luz de relámpago","闪光灯","cultura diversión vida y"
"1795","tripode","三脚架","cultura diversión vida y"
"1796","turismo","5、旅游","cultura diversión vida y"
"1797","turismo","旅游","cultura diversión vida y"
"1798","visitar","观光","cultura diversión vida y"
"1799","visitar","参观","cultura diversión vida y"
"1800","lugar pintoresco","名胜","cultura diversión vida y"
"1801","trayecto","旅行线路","cultura diversión vida y"
"1802","tiempo de reunión","集合时间","cultura diversión vida y"
"1803","billete","票","cultura diversión vida y"
"1804","gastos de viaje","旅费","cultura diversión vida y"
"1805","guía turística","导游","cultura diversión vida y"
"1806","turista","旅游者","cultura diversión vida y"
"1807","entrada","门票","cultura diversión vida y"
"1808","entrada gratis","免票","cultura diversión vida y"
"1809","aviación","航空","cultura diversión vida y"
"1810","viaje","旅行","cultura diversión vida y"
"1811","agencia de viajes","旅行社","cultura diversión vida y"
"1812","viaje de ida","单程旅行","cultura diversión vida y"
"1813","museo","博物馆","cultura diversión vida y"
"1814","itinerario","旅行指南","cultura diversión vida y"
"1815","etapa","停歇点、中间站","cultura diversión vida y"
"1816","billete de ida","单程票","cultura diversión vida y"
"1817","galería","美术馆","cultura diversión vida y"
